"College Code","Name of the College/Institution","University","State","District Name","Pincode","Institute Email","Institute Type","Accreditation Type","Accreditation Valid Upto","Status"
"16685            		  View Course","National Institute of Technology Jamshedpur","Autonomous","Jharkhand","Jamshedpur","831014","assodean.sw@nitjsr.ac.in","Government","NIRF","Not Available","Active"
"16686            		  View Course","National Institute of Technology Karnataka","Autonomous","Karnataka","Dakshina Kannada","575025","rmohan@nitk.ac.in","Government","NIRF","Not Available","Active"
"16709            		  View Course","National Institute of Technology Calicut","Autonomous","Kerala","Kozhikode","673601","dracd@nitc.ac.in","Government","NIRF","Not Available","Active"
"16710            		  View Course","Indian Institute of Space Science and Technology","Deemed to be University","Kerala","Thiruvananthapuram","695547","academics@iist.ac.in","Government","NIRF","Not Available","Active"
"16711            		  View Course","College of Engineering","Not Available","Kerala","Thiruvananthapuram","823003","principal@cet.ac.in","Government","NIRF","Not Available","Active"
"16712            		  View Course","School of Engineering, Cochin University of Science and Technology","Cochin University of Science and Technology","Kerala","Ernakulam","682022","principal_soe@cusat.ac.in","Government","NIRF","Not Available","Active"
"16713            		  View Course","Indian Institute of Technology Indore","AUTONOMOUS","Madhya Pradesh","Indore","453552","","Government","Not Available","Not Available","Active"
"16714            		  View Course","Maulana Azad National Institute of Technology","DEEMED TO BE UNIVERSITY","Madhya Pradesh","Bhopal","462003","academic@manit.ac.in","Government","NIRF","Not Available","Active"
"16715            		  View Course","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing","Autonomous","Madhya Pradesh","Jabalpur","482005","academic@iiitdmj.ac.in","Government","NIRF","Not Available","Active"
"16719            		  View Course","Visvesvaraya National Institute of Technology","Autonomous","Maharashtra","Nagpur","440010","dr_acd@vnit.ac.in","Government","NIRF","Not Available","Active"
"16720            		  View Course","College of Engineering","Not Available","Maharashtra","Pune","431005","mitcoe@mitpune.com","Government","NIRF","Not Available","Active"
"16721            		  View Course","Defence Institute of Advanced Technology","Not Available","Maharashtra","Pune","411025","registrar@diat.ac.in","Government","NIRF","Not Available","Active"
"16733            		  View Course","Dr. Vishwanath Karad MIT World Peace University","DR. VISHWANATH KARAD MIT WORLD PEACE UNIVERSITY","Maharashtra","Pune","411038","admissions@mitwpu.edu.in","Private","NIRF","Not Available","Active"
"16743            		  View Course","National Institute of Technology Meghalaya","Autonomous","Meghalaya","East Khasi Hills","793003","director@nitm.ac.in","Government","NIRF","Not Available","Active"
"16745            		  View Course","Indian Institute of Technology Bhubaneswar","AUTONOMOUS","Odisha","Khordha","752050","registrar@iitbbs.ac.in","Government","NIRF","Not Available","Active"
"16749            		  View Course","Veer Surendra Sai University of Technology","Not Available","Odisha","Sambalpur","768018","info@uceburla.ac.in","Government","NIRF","Not Available","Active"
"16752            		  View Course","Indian Institute of Technology Ropar","AUTONOMOUS","Punjab","Rupnagar","140001","registrar@iitrpr.ac.in","Government","NIRF","Not Available","Active"
"16759            		  View Course","Indian Institute of Technology Jodhpur","AUTONOMOUS","Rajasthan","Jodhpur","342030","office_academics@iitj.ac.in","Government","Not Available","Not Available","Active"
"16783            		  View Course","Tamil Nadu Veterinary & Animal Sciences University","Not Available","Tamil Nadu","Chennai","600051","registrar@tanuvas.org.in","Government","NIRF","Not Available","Active"
"16787            		  View Course","B. S. Abdur Rahman Crescent Institute of Science and Technology","B. S. ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY (Deemed-to-be University)","Tamil Nadu","Chennai","600048","director.aria@crescent.edu","Private","NIRF","Not Available","Active"
"16800            		  View Course","Indian Institute of Information Technology, Design & Manufacturing","AUTONOMOUS","Tamil Nadu","Chennai","600127","office@iiitdm.ac.in","Government","NIRF","Not Available","Active"
"16803            		  View Course","National Institute of Technology Warangal","Autonomous","Telangana","Warangal","506004","director@nitw.ac.in","Government","NIRF","Not Available","Active"
"16818            		  View Course","National Institute of Technology Agartala","Autonomous","Tripura","West Tripura","799046","registrarnita@rediffmail.com","Government","NIRF","Not Available","Active"
"16820            		  View Course","Indian Institute of Technology","Autonomous","Uttar Pradesh","Varanasi","221005","director@iitbhu.ac.in","Government","NIRF","Not Available","Active"
"16823            		  View Course","Motilal Nehru National Institute of Technology","Deemed to be university","Uttar Pradesh","Allahabad","211004","secretary@mnnit.ac.in","Government","NBA","Not Available","Active"
"16824            		  View Course","Jaypee Institute of Information Technology","Deemed to be University","Uttar Pradesh","Gautam Buddh Nagar","201309","raju.sangal@jiit.ac.in","Private","NAAC A","2028-01-23","Active"
"16825            		  View Course","Indian Institute of Information Technology Allahabad","AUTONOMOUS","Uttar Pradesh","Allahabad","211015","director@iiita.ac.in","Government","NIRF","Not Available","Active"
"16827            		  View Course","Indian Institute of Technology Roorkee","AUTONOMOUS","Uttarakhand","Haridwar","247667","director@iitr.ac.in","Government","Not Available","Not Available","Active"
"16830            		  View Course","University of Petroleum and Energy Studies","UNIVERSITY OF PETROLEUM AND ENERGY STUDIES","Uttarakhand","Dehradun","248007","abist@ddn.upes.ac.in","Private","NIRF","Not Available","Active"
"16831            		  View Course","Indian Institute of Technology Kharagpur","AUTONOMOUS","West Bengal","Paschim Medinipur","721302","dracad@adm.iitkgp.ac.in","Government","NIRF","Not Available","Active"
"16834            		  View Course","National Institute of Technology Durgapur","Autonomous","West Bengal","Bardhaman","713209","acm.4p867@min.nitdgp.ac.in","Government","NIRF","Not Available","Active"
"16838            		  View Course","Maulana Abul Kalam Azad University of Technology","Maulana Abul Kalam Azad University of Technology","West Bengal","Nadia","700064","registrar@makautwb.ac.in","Government","NIRF","Not Available","Active"
"16840            		  View Course","Dr. B. R. Ambedkar College of Law","Not Available","Andhra Pradesh","Visakhapatnam","530003","","Government","Not Available","Not Available","Active"
"16846            		  View Course","National Law Institute University","NATIONAL LAW INSTITUTE UNIVERSITY","Madhya Pradesh","Bhopal","462044","nliu@nliu.ac.in","Government","NIRF","Not Available","Active"
"16850            		  View Course","National Law University","National Law University","Rajasthan","Jodhpur","342304","nlu-jod-rj@nic.in","Government","NIRF","Not Available","Active"
"16852            		  View Course","Dr. Ram Manohar Lohiya National Law University","Autonomous","Uttar Pradesh","Lucknow","226012","registrar@rmlnlu.ac.in","Government","Not Available","Not Available","Active"
"16854            		  View Course","The West Bengal National University of Juridicial Sciences","THE WEST BENGAL NATIONAL UNIVERSITY OF JURIDICIAL SCIENCES","West Bengal","Kolkata","700106","info@nit.ac.in","Government","Not Available","Not Available","Active"
"16856            		  View Course","Post Graduate Institute of Medical Education and Research","Not Available","Chandigarh","Chandigarh","160012","pgimer-chd@nic.in","Government","NIRF","Not Available","Active"
"16859            		  View Course","Maulana Azad Medical College","Not Available","Delhi","Central Delhi","110002","mamcregistrar@gmail.com","Government","NIRF","Not Available","Active"
"16861            		  View Course","Vardhman Mahavir Medical College & Safdarjung Hospital","Not Available","Delhi","New Delhi","110029","vmmc_sjh@nic.in","Government","NIRF","Not Available","Active"
"16872            		  View Course","Jawaharlal Institute of Post Graduate Medical Education & Research","Not Available","Puducherry","Pondicherry","605006","director@jipmer.edu.in","Government","NIRF","Not Available","Active"
"16885            		  View Course","AU College of Pharmaceutical Sciences","Not Available","Andhra Pradesh","Visakhapatnam","530003","drapr64@gmail.com","Government","NIRF","Not Available","Active"
"16886            		  View Course","Sri Padmavathi Mahila Visva Vidyalayam","Not Available","Andhra Pradesh","Chittoor","517502","info@spmvv.ac.in","Government","NIRF","Not Available","Active"
"16894            		  View Course","Guru Ghasidas Vishwavidyalaya","Central University","Chhattisgarh","Bilaspur","495009","ggv.registrar@gmail.com","Government","Not Available","Not Available","Active"
"16898            		  View Course","Goa College of Pharmacy","Not Available","Goa","North Goa","403001","principal.gcp.goa@gov.in","Government","Not Available","Not Available","Active"
"16899            		  View Course","National Institute of Pharmaceutical Education and Research","Not Available","Gujarat","Gandhinagar","382355","registrar@niper.ac.in","Government","Not Available","Not Available","Active"
"16900            		  View Course","Maharaja Sayajirao University of Baroda","Not Available","Gujarat","Vadodara","390002","nirf@msubaroda.ac.in","Government","NIRF","Not Available","Active"
"16905            		  View Course","Guru Jambheshwar University of Science and Technology","GURU JAMBHESHWAR UNIVERSITY OF SCIENCE AND TECHNOLOGY","Haryana","Hissar","125001","registrar@gjust.org","Government","NIRF","Not Available","Active"
"16908            		  View Course","Shoolini University of Biotechnology and Management Sciences","SHOOLINI UNIVERSITY OF BIOTECHNOLOGY AND MANAGEMENT SCIENCES","Himachal Pradesh","Solan","173229","admission@shooliniuniversity.com","Private","NIRF","Not Available","Active"
"16917            		  View Course","Devi Ahilya Vishwavidyalaya","DEVI AHILYA VISHWAVIDYALAYA","Madhya Pradesh","Indore","452001","registrar.davv@dauniv.ac.in","Government","NIRF","Not Available","Active"
"16922            		  View Course","The Rashtrasant Tukadoji Maharaj Nagpur University","Not Available","Maharashtra","Nagpur","440033","drdve@nagpuruniversity.nic.in","Government","NIRF","Not Available","Active"
"16950            		  View Course","College of Pharmacy, Madras Medical College","Not Available","Tamil Nadu","Chennai","600003","mmcadmin@tn.gov.in","Government","Not Available","Not Available","Active"
"16951            		  View Course","VELS Institute of Science Technology & Advanced Studies","Deemed to be University","Tamil Nadu","Chennai","600117","hodmech@velsuniv.ac.in","Private","NIRF","Not Available","Active"
"16953            		  View Course","National Institute of Pharmaceutical Education and Research","Not Available","Telangana","Hyderabad","500037","registrar@niper.ac.in","Government","NIRF","Not Available","Active"
"16977            		  View Course","Koneru Lakshmaiah Education Foundation University","Deemed to be University","Andhra Pradesh","Guntur","522502","director.admissions@kluniversity.in","Private","NIRF","Not Available","Active"
"16978            		  View Course","Sri Venkateswara Institute of Medical Sciences","Not Available","Andhra Pradesh","Chittoor","517507","svimsdirector@gmail.com","Government","Not Available","Not Available","Active"
